cmdCode,cmdDesc,fobvalue,part_fobvalue,part_acum
2709,Petroleum oils and oils obtained from bituminous minerals; crude,51764604834.119995,0.20198271552082372,0.20198271552082372
2701,"Coal; briquettes, ovoids and similar solid fuels manufactured from coal",28474001756.829998,0.1111040297712919,0.3130867452921156
0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",13641144060.02,0.05322701349470147,0.3663137587868171
7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form",11652724156.02,0.04546830553020353,0.41178206431702064
2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",10433625050.67,0.04071144611677484,0.4524935104337955
0603,"Flowers; cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared",8200945507.39,0.03199965012249265,0.48449316055628816
2704,"Coke and semi-coke; of coal, lignite or peat, whether or not agglomerated; retort carbon",5265128728.04,0.020544250293498812,0.5050374108497869
