"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"1.2580645161290323","0.0602614305145821","0.7948717948717948","0.25120772946859904","46","2","false","""South Africa""","15.021739130434783","0","46","0","0.9956989247311828","false","0","""South Africa""","1702","0.2422861150070126"
"1.935483870967742","0.0","0.5166666666666666","1.0","5","3","false","""Greece""","51.8","0","5","0","0.9844086021505376","false","0","""Greece""","0","0.8491803278688524"
"1.8548387096774193","3.052790996560306E-4","0.5391304347826087","0.7333333333333333","10","3","false","""Finland""","43.1","0","10","0","0.9857526881720431","false","0","""Finland""","28","0.7065573770491803"
"1.903225806451613","1.823519757836576E-5","0.5254237288135593","0.9523809523809523","7","3","false","""Slovakia""","47.57142857142857","0","7","0","0.9849462365591397","false","0","""Slovakia""","2","0.7798594847775175"
"1.403225806451613","0.03305294800704218","0.7126436781609194","0.27627627627627627","37","2","false","""Philippines""","15.891891891891891","0","37","0","0.9932795698924731","false","0","""Philippines""","1028","0.2563208369659983"
"1.8225806451612903","9.702055165147715E-4","0.5486725663716814","0.5757575757575758","12","3","false","""France""","38.583333333333336","0","12","0","0.9862903225806452","false","0","""France""","60","0.6325136612021858"
"1.6774193548387097","0.009846273525546779","0.5961538461538461","0.1736842105263158","20","2","false","""Argentina""","14.35","0","20","0","0.9887096774193548","false","0","""Argentina""","378","0.2314516129032258"
"1.3709677419354838","0.04727987066222663","0.7294117647058824","0.24878048780487805","41","3","false","""Thailand""","14.829268292682928","0","41","0","0.9938172043010753","false","0","""Thailand""","1364","0.24715447154471545"
"1.3548387096774193","0.036467160114200925","0.7380952380952381","0.30512820512820515","40","2","false","""Indonesia""","16.5","0","40","0","0.9940860215053764","false","0","""Indonesia""","1152","0.2661290322580645"
"1.8870967741935485","8.82949896892707E-5","0.5299145299145299","0.8571428571428571","8","3","false","""Israel""","46.375","0","8","0","0.9852150537634408","false","0","""Israel""","12","0.7602459016393442"
"1.1129032258064515","0.12933347863047154","0.8985507246376813","0.2222222222222222","55","2","false","""China""","13.872727272727273","0","55","0","0.9981182795698925","false","0","""China""","2490","0.22375366568914956"
"1.9838709677419355","0.0","0.5040650406504065","1.0","2","3","false","""Barbados""","57.5","0","2","0","0.9836021505376344","false","0","""Barbados""","0","0.9426229508196722"
"2.0161290322580645","0.0","0.496","0.0","1","3","false","""Costa Rica""","60.0","0","1","0","0.9830645161290322","false","0","""Costa Rica""","0","0.0"
"1.8387096774193548","5.356336250417696E-4","0.543859649122807","0.6545454545454545","11","3","false","""Belgium""","40.90909090909091","0","11","0","0.9860215053763441","false","0","""Belgium""","42","0.6706408345752608"
