year,iso3_o,iso3_d,M,X,peso_comercio_total,balanza_comercial,norm_ln_peso_comercio_total,CDT_vigente,norm_ln_dist,contig,comlang_off,comrelig,fta_wto,norm_ln_pib_per_capita_dolares_constantes_o,norm_ln_pib_per_capita_dolares_constantes_d,norm_entry_cost_o,norm_entry_cost_d
2014,AUS,NIC,6853714.0,5995.0,6859709.0,-6847719.0,-0.59281006013961,0.0,0.8966797757347857,0.0,0.0,0.291,0.0,1.1479989191537676,-1.7275720729559574,-0.5572233570775112,1.3430765656297798
2015,AUS,NIC,7639165.0,6436.0,7645601.0,-7632729.0,-0.5637628282075642,0.0,0.8966797757347857,0.0,0.0,0.291,0.0,1.1542753117862066,-1.6985862865556425,-0.5572233570775112,1.3008367870349327
2016,AUS,NIC,8477372.0,523230.0,9000602.0,-7954142.0,-0.5200680226182639,0.0,0.8966797757347857,0.0,0.0,0.291,0.0,1.1646138990409676,-1.671396304024512,-0.5572233570775112,1.196479686977075
2017,AUS,NIC,8350338.361,11086.774,8361425.135,-8339251.586999999,-0.5397949908486607,0.0,0.8966797757347857,0.0,0.0,0.291,0.0,1.1701620202111638,-1.6435268097239266,-0.5572233570775112,1.1318776726555444
2018,AUS,NIC,6731423.876999999,20883.702,6752307.578999999,-6710540.175,-0.5970361622036774,0.0,0.8966797757347857,0.0,0.0,0.291,0.0,1.1821208253286295,-1.684869000833527,-0.5572233570775112,1.0871532012021767
2019,AUS,NIC,7840652.577,457.419,7841109.995999999,-7840195.158,-0.5570008458145468,0.0,0.8966797757347857,0.0,0.0,0.291,0.0,1.1883146321058706,-1.7218247171430718,-0.5572233570775112,1.1393317512311056
2020,AUS,NIC,6236380.108,12170.656,6248550.764,-6224209.452,-0.6178001043982205,0.0,0.9325575279875351,0.0,0.0,0.291,0.0,1.1760929384497256,-1.752463105758322,-0.5572233570775112,1.1393317512311056
2021,AUS,NIC,11882304.4,90344.657,11972649.056999998,-11791959.743,-0.4436552542854663,0.0,0.9325575279875351,0.0,0.0,0.291,0.0,1.1925981516889086,-1.6762330465951045,-0.5572233570775112,1.1393317512311056
2022,AUS,NIC,13682407.905,16213.898,13698621.803,-13666194.007,-0.4075902780663033,0.0,0.9325575279875351,0.0,0.0,0.291,0.0,1.2183081754094778,-1.6570091985069602,-0.5572233570775112,1.1393317512311056
2023,AUS,NIC,14653476.786,93001.483,14746478.269,-14560475.303,-0.3878508616940003,0.0,0.9325575279875351,0.0,0.0,0.291,0.0,1.2280224992658215,-1.6311847950508895,-0.5572233570775112,1.1393317512311056
2024,AUS,NIC,12251992.333,71815.371,12323807.703999998,-12180176.962,-0.4359135945841215,0.0,0.9325575279875351,0.0,0.0,0.291,0.0,1.22239218369977,-1.612187490077244,-0.5572233570775112,1.1393317512311056
2004,AUS,NLD,250315131.0,477348014.0,727663145.0,227032883.0,0.6562636998634372,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.0379307706574359,0.9179361389456976,-0.5033159896470645,-0.16513199949211335
2005,AUS,NLD,281168470.0,904073304.0,1185241774.0,622904834.0,0.7869144895100146,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.054822635840669,0.9334603165814459,-0.5110170421371283,-0.17010138520915416
2006,AUS,NLD,310746260.0,908353394.0,1219099654.0,597607134.0,0.794457344216242,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.0671939039544291,0.9623792072672664,-0.5148675683821602,-0.31421357100333835
2007,AUS,NLD,372956653.0,855286461.0,1228243114.0,482329808.0,0.7964584092400625,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.0841305550826963,0.9937278052819817,-0.5533728308324793,-0.34402988530558337
2008,AUS,NLD,541374924.0,1591967423.0,2133342347.0,1050592499.0,0.9443131337395009,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.0980410745911355,1.008602533059121,-0.5533728308324793,-0.34651457816410375
2009,AUS,NLD,352277656.0,722460877.0,1074738533.0,370183221.0,0.7607048991870392,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.0969249207560838,0.9715477710244897,-0.5533728308324793,-0.35396865673966504
2010,AUS,NLD,369937637.0,1084183361.0,1454120998.0,714245724.0,0.8416678461229136,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.1025596965750848,0.9785059049095769,-0.5572233570775112,-0.3514839638811446
2011,AUS,NLD,576165475.0,1500409453.0,2076574928.0,924243978.0,0.9370905045036132,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.111294124049013,0.9897692611366757,-0.5572233570775112,-0.3564533495981854
2012,AUS,NLD,663374229.0,1182012699.0,1845386928.0,518638470.0,0.9054816240367962,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.1303415781929265,0.977970650429355,-0.5572233570775112,-0.3663921210322671
2013,AUS,NLD,517260574.0,1094488926.0,1611749500.0,577228352.0,0.8692296388425969,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.1383759766708577,0.9751355017170359,-0.5572233570775112,-0.3639074281737467
2014,AUS,NLD,464983911.0,988149315.0,1453133226.0,523165404.0,0.8414858688600309,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.1479989191537676,0.9859500364921698,-0.5572233570775112,-0.3688768138907875
2015,AUS,NLD,473720721.0,761450661.0,1235171382.0,287729940.0,0.7979647795313759,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.1542753117862066,1.0003867730886913,-0.5572233570775112,-0.3788155853248692
2016,AUS,NLD,599355683.0,1045552764.0,1644908447.0,446197081.0,0.8746832855911264,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.1646138990409676,1.0166374572050703,-0.5572233570775112,-0.38130027818338963
2017,AUS,NLD,636367881.881,1446272956.804,2082640838.685,809905074.9229999,0.9378716434280298,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.1701620202111638,1.035410302865727,-0.5572233570775112,-0.38378497104191
2018,AUS,NLD,1008786255.535,1484113660.472,2492899916.007,475327404.937,0.9860250592726574,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.1821208253286295,1.0497987366155217,-0.5572233570775112,-0.38875435675895087
2019,AUS,NLD,1089585675.273,1195866871.5960002,2285452546.8690004,106281196.3230002,0.9627577462148311,0.0,1.1034631731505355,0.0,0.0,0.226,0.0,1.1883146321058706,1.0639193312723598,-0.5572233570775112,-0.3937237424759917
2020,AUS,NLD,751484397.032,798211015.7199999,1549695412.752,46726618.68799997,0.8587152516130202,0.0,1.0971140341661711,0.0,0.0,0.226,0.0,1.1760929384497256,1.0246679255478535,-0.5572233570775112,-0.3937237424759917
2021,AUS,NLD,868062860.127,1484742797.813,2352805657.94,616679937.686,0.9705359027447242,0.0,1.0971140341661711,0.0,0.0,0.226,0.0,1.1925981516889086,1.0731989487314213,-0.5572233570775112,-0.3937237424759917
2022,AUS,NLD,723647135.007,3816594855.454,4540241990.461,3092947720.447,1.146581222850402,0.0,1.0971140341661711,0.0,0.0,0.226,0.0,1.2183081754094778,1.107499245396928,-0.5572233570775112,-0.3937237424759917
2023,AUS,NLD,772695482.2870001,2375758778.1450005,3148454260.4320006,1603063295.8580005,1.0485473857556022,0.0,1.0971140341661711,0.0,0.0,0.226,0.0,1.2280224992658215,1.0936310214878984,-0.5572233570775112,-0.3937237424759917
2024,AUS,NLD,740487593.1290001,2434794882.397,3175282475.526,1694307289.2679996,1.05081967710167,0.0,1.0971140341661711,0.0,0.0,0.226,0.0,1.22239218369977,1.0973499121331924,-0.5572233570775112,-0.3937237424759917
2004,AUS,NOR,38488533.0,5433930.0,43922463.0,-33054603.0,-0.09556624904521763,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.0379307706574359,1.3961727924529943,-0.5033159896470645,-0.4210553639197163
2005,AUS,NOR,30252544.0,7472496.0,37725040.0,-22780048.0,-0.1362993803340405,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.054822635840669,1.4133431710077184,-0.5110170421371283,-0.4260247496367571
2006,AUS,NOR,27368752.0,2723017.0,30091769.0,-24645735.0,-0.19684196148532948,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.0671939039544291,1.4275275024774818,-0.5148675683821602,-0.43099413535379794
2007,AUS,NOR,148198864.0,3965897.0,152164761.0,-144232967.0,0.23718760865845903,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.0841305550826963,1.443555488779541,-0.5533728308324793,-0.43596352107083874
2008,AUS,NOR,71681100.0,3379196.0,75060296.0,-68301904.0,0.047939568128934434,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.0980410745911355,1.436878194007692,-0.5533728308324793,-0.4409329067878796
2009,AUS,NOR,126985538.0,4514754.0,131500292.0,-122470784.0,0.1981006532209486,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.0969249207560838,1.4087884974308873,-0.5533728308324793,-0.44590229250492047
2010,AUS,NOR,75330485.0,3386273.0,78716758.0,-71944212.0,0.06067737926987378,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.1025596965750848,1.4047615992582547,-0.5572233570775112,-0.44838698536344085
2011,AUS,NOR,146034402.0,5704691.0,151739093.0,-140329711.0,0.2364374061879363,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.111294124049013,1.4030381268634984,-0.5572233570775112,-0.44838698536344085
2012,AUS,NOR,64858336.0,4857985.0,69716321.0,-60000351.0,0.028160457440191643,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.1303415781929265,1.4149718684801282,-0.5572233570775112,-0.4508716782219613
2013,AUS,NOR,153087260.0,20931963.0,174019223.0,-132155297.0,0.27312710798295753,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.1383759766708577,1.4132442251936517,-0.5572233570775112,-0.45335637108048166
2014,AUS,NOR,86901623.0,11668921.0,98570544.0,-75232702.0,0.12091038718704013,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.1479989191537676,1.4210914181660728,-0.5572233570775112,-0.4707492210901247
2015,AUS,NOR,58966902.0,2155585.0,61122487.0,-56811317.0,-0.007070099458850821,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.1542753117862066,1.4284633845346264,-0.5572233570775112,-0.4707492210901247
2016,AUS,NOR,43542700.0,3093507.0,46636207.0,-40449193.0,-0.0795111754274,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.1646138990409676,1.4308795799072573,-0.5572233570775112,-0.4707492210901247
2017,AUS,NOR,95965681.248,5014745.035,100980426.283,-90950936.213,0.12737893079053667,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.1701620202111638,1.4450633712533747,-0.5572233570775112,-0.4707492210901247
2018,AUS,NOR,135399989.084,7840185.783999999,143240174.868,-127559803.3,0.22100137030077632,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.1821208253286295,1.4465061950933098,-0.5572233570775112,-0.4707492210901247
2019,AUS,NOR,77478278.607,6496082.22,83974360.82699999,-70982196.387,0.07799222372445488,0.0,1.0569257184647523,0.0,0.0,0.231,0.0,1.1883146321058706,1.4503649599418345,-0.5572233570775112,-0.473233913948645
2020,AUS,NOR,51095619.052,3527269.465,54622888.517000005,-47568349.587,-0.03717820318422231,0.0,1.059375342211341,0.0,0.0,0.231,0.0,1.1760929384497256,1.4340097822407374,-0.5572233570775112,-0.473233913948645
2021,AUS,NOR,132212031.025,5744741.286,137956772.311,-126467289.739,0.21093674467895293,0.0,1.059375342211341,0.0,0.0,0.231,0.0,1.1925981516889086,1.4627876000664484,-0.5572233570775112,-0.473233913948645
2022,AUS,NOR,70939095.889,1289863.94,72228959.829,-69649231.949,0.03764241236141696,0.0,1.059375342211341,0.0,0.0,0.231,0.0,1.2183081754094778,1.482815504293098,-0.5572233570775112,-0.473233913948645
2023,AUS,NOR,83633736.708,2980185.109,86613921.817,-80653551.599,0.08628043052285118,0.0,1.059375342211341,0.0,0.0,0.231,0.0,1.2280224992658215,1.473515981468908,-0.5572233570775112,-0.473233913948645
2024,AUS,NOR,115502672.759,9958399.005,125461071.764,-105544273.754,0.1855103429741521,0.0,1.059375342211341,0.0,0.0,0.231,0.0,1.22239218369977,1.4833341948854297,-0.5572233570775112,-0.473233913948645
2004,AUS,PAN,87248.0,1027050.0,1114298.0,939802.0,-1.0795237876641521,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.0379307706574359,-0.5812738451320637,-0.5033159896470645,-0.1303462994728275
2005,AUS,PAN,162378.0,3251201.0,3413579.0,3088823.0,-0.7797098996055827,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.054822635840669,-0.5283633702680132,-0.5110170421371283,-0.13531568518986833
2006,AUS,PAN,3380046.0,248315.0,3628361.0,-3131731.0,-0.7633687089186943,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.0671939039544291,-0.46253767758837677,-0.5148675683821602,-0.1477391494824704
2007,AUS,PAN,1676128.0,1041995.0,2718123.0,-634133.0,-0.8407204232638871,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.0841305550826963,-0.37075440001005777,-0.5533728308324793,-0.17010138520915416
2008,AUS,PAN,454406.0,1679685.0,2134091.0,1225279.0,-0.9055018744447026,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.0980410745911355,-0.30194070610404067,-0.5533728308324793,-0.20737177808696042
2009,AUS,PAN,591630.0,3668300.0,4259930.0,3076670.0,-0.7203941071796969,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.0969249207560838,-0.3037306276205348,-0.5533728308324793,-0.24215747810624627
2010,AUS,PAN,537547.0,4899052.0,5436599.0,4361505.0,-0.655077004385389,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.1025596965750848,-0.2678636829537374,-0.5572233570775112,-0.23967278524772587
2011,AUS,PAN,2123661.0,4604306.0,6727967.0,2480645.0,-0.5980032725937586,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.111294124049013,-0.18520733483010646,-0.5572233570775112,-0.24961155668180748
2012,AUS,PAN,2411000.0,27458281.0,29869281.0,25047281.0,-0.19882934995883852,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.1303415781929265,-0.1204283237979865,-0.5572233570775112,-0.2769431781255321
2013,AUS,PAN,3525969.0,45386699.0,48912668.0,41860730.0,-0.06674795584497688,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.1383759766708577,-0.08213816375168378,-0.5572233570775112,-0.3166982638618588
2014,AUS,PAN,5399409.0,29814629.0,35214038.0,24415220.0,-0.15474536556123467,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.1479989191537676,-0.05779033491945008,-0.5572233570775112,-0.3340911138715017
2015,AUS,PAN,4777629.0,28977249.0,33754878.0,24199620.0,-0.16607870084615609,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.1542753117862066,-0.028113572280745115,-0.5572233570775112,-0.3365758067300221
2016,AUS,PAN,2780523.0,23619295.0,26399818.0,20838772.0,-0.23189575488735983,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.1646138990409676,-0.004199089478796095,-0.5572233570775112,-0.3489992710226242
2017,AUS,PAN,4675126.041,35827460.901,40502586.942,31152334.86,-0.11727426653574154,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.1701620202111638,0.029571935798293203,-0.5572233570775112,-0.33160642101298127
2018,AUS,PAN,10965845.785,41643202.752,52609048.537,30677356.967000004,-0.04723814071663016,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.1821208253286295,0.048500978814328626,-0.5572233570775112,-0.34154519244706294
2019,AUS,PAN,6979467.911,30227006.742,37206474.653000005,23247538.831,-0.14000609643575015,0.0,0.9288080226797314,0.0,0.0,0.264,0.0,1.1883146321058706,0.06127797192723911,-0.5572233570775112,-0.3489992710226242
2020,AUS,PAN,1401983.437,16900055.331,18302038.768,15498071.894,-0.3300034954613872,0.0,0.957477598892887,0.0,0.0,0.264,0.0,1.1760929384497256,-0.12188996252535421,-0.5572233570775112,-0.3489992710226242
2021,AUS,PAN,2406922.577,28117468.228,30524390.805,25710545.651,-0.19301925660753633,0.0,0.957477598892887,0.0,0.0,0.264,0.0,1.1925981516889086,0.0005373971575170533,-0.5572233570775112,-0.3489992710226242
2022,AUS,PAN,1311863.463,38987833.537,40299697.0,37675970.074,-0.1186191393195714,0.0,0.957477598892887,0.0,0.0,0.264,0.0,1.2183081754094778,0.0808197234324493,-0.5572233570775112,-0.3489992710226242
2023,AUS,PAN,1828837.985,33638732.078,35467570.063,31809894.093,-0.15282416925846,0.0,0.957477598892887,0.0,0.0,0.264,0.0,1.2280224992658215,0.12976891738187254,-0.5572233570775112,-0.3489992710226242
2024,AUS,PAN,3466767.724,32881701.673,36348469.397,29414933.949,-0.14625409884904686,0.0,0.957477598892887,0.0,0.0,0.264,0.0,1.22239218369977,0.14236833113156808,-0.5572233570775112,-0.3489992710226242
2004,AUS,PER,1004545.0,3114740.0,4119285.0,2110195.0,-0.7293850485275931,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.0379307706574359,-1.2080182806529352,-0.5033159896470645,0.41131674368462334
2005,AUS,PER,1099464.0,19189748.0,20289212.0,18090284.0,-0.3023993331616001,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.054822635840669,-1.1626163824081486,-0.5110170421371283,0.45107182942095003
2006,AUS,PER,1693975.0,3797941.0,5491916.0,2103966.0,-0.6523659103209604,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.0671939039544291,-1.1062076873682212,-0.5148675683821602,0.27962802218304134
2007,AUS,PER,1835372.0,3754469.0,5589841.0,1919097.0,-0.647632875793478,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.0841305550826963,-1.0412327597570934,-0.5533728308324793,0.21005662214446963
2008,AUS,PER,4581623.0,4523311.0,9104934.0,-58312.0,-0.5169816073105296,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.0980410745911355,-0.9707953464410446,-0.5533728308324793,0.11315360066217332
2009,AUS,PER,3950722.0,5949116.0,9899838.0,1998394.0,-0.4945660840209535,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.0969249207560838,-0.9666718215751489,-0.5533728308324793,-0.09059121373650085
2010,AUS,PER,4822373.0,13369103.0,18191476.0,8546730.0,-0.3316261943896359,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.1025596965750848,-0.9025580565541915,-0.5572233570775112,-0.17755546378471543
2011,AUS,PER,8410969.0,16255185.0,24666154.0,7844216.0,-0.2500862145587345,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.111294124049013,-0.8555626969487968,-0.5572233570775112,-0.2173105495210421
2012,AUS,PER,7095214.0,25024123.0,32119337.0,17928909.0,-0.17937952820100925,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.1303415781929265,-0.8108913072869143,-0.5572233570775112,-0.24712686382328708
2013,AUS,PER,14366464.0,5795189.0,20161653.0,-8571275.0,-0.3040883273035839,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.1383759766708577,-0.769145111547788,-0.5572233570775112,-0.25706563525736875
2014,AUS,PER,13657787.0,9406261.0,23064048.0,-4251526.0,-0.2680709712540504,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.1479989191537676,-0.7572823690413859,-0.5572233570775112,-0.26451971383293005
2015,AUS,PER,7211137.0,4340261.0,11551398.0,-2870876.0,-0.45324746704525537,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.1542753117862066,-0.7392103841517909,-0.5572233570775112,-0.24961155668180748
2016,AUS,PER,8533084.0,4743519.0,13276603.0,-3789565.0,-0.4159703081033585,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.1646138990409676,-0.717025114538505,-0.5572233570775112,-0.24712686382328708
2017,AUS,PER,9278444.581,3025435.546,12303880.127,-6253009.035,-0.4363469800687774,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.1701620202111638,-0.7081786696181196,-0.5572233570775112,-0.3067594924277771
2018,AUS,PER,57407021.807,3674429.403,61081451.20999999,-53732592.404,-0.007249953840982911,0.0,0.8201431700715578,0.0,0.0,0.288,0.0,1.1821208253286295,-0.6900364162686002,-0.5572233570775112,-0.3067594924277771
2019,AUS,PER,12476282.474,5255107.012,17731389.486,-7221175.461999999,-0.338486377222751,0.0,0.8201431700715578,0.0,0.0,0.288,1.0,1.1883146321058706,-0.6856664509915485,-0.5572233570775112,-0.2595503281158892
2020,AUS,PER,11573887.992,5617272.198,17191160.19,-5956615.794000001,-0.346772478643718,0.0,0.8331123757222804,0.0,0.0,0.288,1.0,1.1760929384497256,-0.7970546666433623,-0.5572233570775112,-0.2595503281158892
2021,AUS,PER,16393783.598,3643984.808,20037768.406000003,-12749798.79,-0.3057389289928464,0.0,0.8331123757222804,0.0,0.0,0.288,1.0,1.1925981516889086,-0.6960493989578511,-0.5572233570775112,-0.2595503281158892
2022,AUS,PER,21149655.985,17827108.669,38976764.654,-3322547.316,-0.1275578958065583,0.0,0.8331123757222804,0.0,0.0,0.288,1.0,1.2183081754094778,-0.680252847336017,-0.5572233570775112,-0.2595503281158892
2023,AUS,PER,16471210.021000002,7253423.336,23724633.357,-9217786.685000002,-0.26050855799360767,0.0,0.8331123757222804,0.0,0.0,0.288,1.0,1.2280224992658215,-0.6933690530586353,-0.5572233570775112,-0.2595503281158892
2024,AUS,PER,18352487.51,5779108.151000001,24131595.661,-12573379.358999996,-0.25595375508619866,0.0,0.8331123757222804,0.0,0.0,0.288,1.0,1.22239218369977,-0.6745579498216644,-0.5572233570775112,-0.2595503281158892
2004,AUS,POL,100711762.0,3715085.0,104426847.0,-96996677.0,0.1363663840396034,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.0379307706574359,-0.48678028957399055,-0.5033159896470645,0.023704657755438365
2005,AUS,POL,175311209.0,4056567.0,179367776.0,-171254642.0,0.2812341479000209,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.054822635840669,-0.45840999939724825,-0.5110170421371283,0.0013424220287545604
2006,AUS,POL,55782233.0,4991662.0,60773895.0,-50790571.0,-0.008601790581239511,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.0671939039544291,-0.4053738463388856,-0.5148675683821602,-0.016050427980888342
2007,AUS,POL,71750306.0,6627547.0,78377853.0,-65122759.0,0.059521903684328845,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.0841305550826963,-0.34784333167297204,-0.5533728308324793,-0.02350450655644961
2008,AUS,POL,124257849.0,17389089.0,141646938.0,-106868760.0,0.2180059657714927,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.0980410745911355,-0.3105414725378431,-0.5533728308324793,-0.05829020657573541
2009,AUS,POL,67874818.0,8761085.0,76635903.0,-59113733.0,0.0535028649488901,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.0969249207560838,-0.2886165466887146,-0.5533728308324793,-0.07816774944389876
2010,AUS,POL,110236283.0,8410008.0,118646291.0,-101826275.0,0.1705539356626988,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.1025596965750848,-0.25891504515604646,-0.5572233570775112,-0.08810652087798039
2011,AUS,POL,155496535.0,11471320.0,166967855.0,-144025215.0,0.26204963275481297,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.111294124049013,-0.21470987966761268,-0.5572233570775112,-0.09556059945354166
2012,AUS,POL,216256256.0,42064870.0,258321126.0,-174191386.0,0.3789189005286582,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.1303415781929265,-0.20162074137138652,-0.5572233570775112,-0.16513199949211335
2013,AUS,POL,216274950.0,66954913.0,283229863.0,-149320037.0,0.4035714763953527,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.1383759766708577,-0.19514667447342113,-0.5572233570775112,-0.16761669235063376
2014,AUS,POL,197500997.0,167955235.0,365456232.0,-29545762.0,0.47183085430350113,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.1479989191537676,-0.16095255049144574,-0.5572233570775112,-0.1725860780676746
2015,AUS,POL,209199945.0,141633740.0,350833685.0,-67566205.0,0.4608953720633298,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.1542753117862066,-0.12254955413821902,-0.5572233570775112,-0.18997892807731753
2016,AUS,POL,220898855.0,167635808.0,388534663.0,-53263047.0,0.4882299262144059,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.1646138990409676,-0.09612953972835821,-0.5572233570775112,-0.19246362093583794
2017,AUS,POL,332455778.28400004,232209590.52,564665368.804,-100246187.76400004,0.5883478523947134,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.1701620202111638,-0.05241821319210443,-0.5572233570775112,-0.19494831379435834
2018,AUS,POL,226985645.976,320681732.721,547667378.697,93696086.74499996,0.5801624493490014,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.1821208253286295,0.0004262080524634904,-0.5572233570775112,-0.19991769951139915
2019,AUS,POL,246795770.623,329029557.855,575825328.478,82233787.23200002,0.5935890212398565,0.0,1.0326084178720774,0.0,0.0,0.24,0.0,1.1883146321058706,0.03970197725756614,-0.5572233570775112,-0.20488708522844
2020,AUS,POL,247933847.403,155098185.98999998,403032033.393,-92835661.41300002,0.49804048393900363,0.0,1.0228815927146773,0.0,0.0,0.24,0.0,1.1760929384497256,0.03215805961392732,-0.5572233570775112,-0.20488708522844
2021,AUS,POL,266785403.712,227928582.57,494713986.282,-38856821.14199999,0.5529301338234999,0.0,1.0228815927146773,0.0,0.0,0.24,0.0,1.1925981516889086,0.10308458111497928,-0.5572233570775112,-0.20488708522844
2022,AUS,POL,280177146.761,893744788.304,1173921935.065,613567641.543,0.7843445144286343,0.0,1.0228815927146773,0.0,0.0,0.24,0.0,1.2183081754094778,0.151535912531258,-0.5572233570775112,-0.20488708522844
2023,AUS,POL,334420730.806,338973872.156,673394602.9619999,4553141.349999964,0.63550726008222,0.0,1.0228815927146773,0.0,0.0,0.24,0.0,1.2280224992658215,0.15689956695819604,-0.5572233570775112,-0.20488708522844
2024,AUS,POL,315552175.936,229291097.422,544843273.358,-86261078.514,0.5787779282134673,0.0,1.0228815927146773,0.0,0.0,0.24,0.0,1.22239218369977,0.18597252042212178,-0.5572233570775112,-0.20488708522844
2004,AUS,PRT,4843746.0,8338682.0,13182428.0,3494936.0,-0.41787667697727504,0.0,1.199825786524953,0.0,0.0,0.281,0.0,1.0379307706574359,0.23941003994631566,-0.5033159896470645,-0.15767792091655208
2005,AUS,PRT,16508799.0,12983881.0,29492680.0,-3524918.0,-0.20222734285831936,0.0,1.199825786524953,0.0,0.0,0.281,0.0,1.054822635840669,0.24458457011749254,-0.5110170421371283,-0.1601626137750725
2006,AUS,PRT,15707993.0,9902987.0,25610980.0,-5805006.0,-0.24001977557777657,0.0,1.199825786524953,0.0,0.0,0.281,0.0,1.0671939039544291,0.2570713100069154,-0.5148675683821602,-0.29682072099369544
2007,AUS,PRT,57834912.0,1757900.0,59592812.0,-56077012.0,-0.013857500524411608,0.0,1.199825786524953,0.0,0.0,0.281,0.0,1.0841305550826963,0.27695197814553996,-0.5533728308324793,-0.32663703529594046
2008,AUS,PRT,55628008.0,2192171.0,57820179.0,-53435837.0,-0.021944344966303084,0.0,1.199825786524953,0.0,0.0,0.281,0.0,1.0980410745911355,0.2784743784032283,-0.5533728308324793,-0.33160642101298127
2009,AUS,PRT,28537651.0,1931233.0,30468884.0,-26606418.0,-0.19350668161691864,0.0,1.199825786524953,0.0,0.0,0.281,0.0,1.0969249207560838,0.24997805828524286,-0.5533728308324793,-0.3340911138715017
2010,AUS,PRT,36186062.0,3042544.0,39228606.0,-33143518.0,-0.12583310922370283,0.0,1.199825786524953,0.0,0.0,0.281,0.0,1.1025596965750848,0.2646029909418857,-0.5572233570775112,-0.33160642101298127
