period,reporter_iso_limpio,partner_iso_limpio,M,X,peso_comercio_total,balanza_comercial
2015,CZE,ESP,1089399467.0,2230376249.0,3319775716.0,1140976782.0
2015,CZE,FIN,91760634.0,347193144.0,438953778.0,255432510.0
2015,CZE,FRA,1452493634.0,3394924258.0,4847417892.0,1942430624.0
2015,CZE,GBR,1002105346.0,4283082688.0,5285188034.0,3280977342.0
2015,CZE,GTM,226416.0,987738.0,1214154.0,761322.0
2015,CZE,HKG,108147422.0,32130984.0,140278406.0,-76016438.0
2015,CZE,HND,5361413.0,47691.0,5409104.0,-5313722.0
2015,CZE,HTI,0.0,8507.0,8507.0,8507.0
2015,CZE,IDN,14796946.0,18984620.0,33781566.0,4187674.0
2015,CZE,IND,175192609.0,156185775.0,331378384.0,-19006834.0
2015,CZE,IRL,795639840.0,402158301.0,1197798141.0,-393481539.0
2015,CZE,IRQ,26326.0,21222854.0,21249180.0,21196528.0
2015,CZE,ISR,62087131.0,499062937.0,561150068.0,436975806.0
2015,CZE,ITA,1415187396.0,2063369504.0,3478556900.0,648182108.0
2015,CZE,JAM,27020.0,82611.0,109631.0,55591.0
2015,CZE,JPN,486500197.0,251999959.0,738500156.0,-234500238.0
2015,CZE,KOR,1475746111.0,86820542.0,1562566653.0,-1388925569.0
2015,CZE,LCA,360.0,11266.0,11626.0,10906.0
2015,CZE,LUX,66334819.0,98445172.0,164779991.0,32110353.0
2015,CZE,MAR,51370617.0,114609052.0,165979669.0,63238435.0
2015,CZE,MEX,158436621.0,308367765.0,466804386.0,149931144.0
2015,CZE,MYS,354775663.0,24649841.0,379425504.0,-330125822.0
2015,CZE,NIC,251881.0,384091.0,635972.0,132210.0
2015,CZE,NLD,1061300149.0,1841534127.0,2902834276.0,780233978.0
2015,CZE,NOR,30821636.0,319659413.0,350481049.0,288837777.0
2015,CZE,PAN,60150.0,1002246.0,1062396.0,942096.0
2015,CZE,PER,2880533.0,10746972.0,13627505.0,7866439.0
2015,CZE,POL,3399441130.0,3010500077.0,6409941207.0,-388941053.0
2015,CZE,PRT,108560612.0,255649643.0,364210255.0,147089031.0
2015,CZE,RUS,3169780630.0,1261459180.0,4431239810.0,-1908321450.0
2015,CZE,SAU,34427605.0,351953604.0,386381209.0,317525999.0
2015,CZE,SGP,306249984.0,58469292.0,364719276.0,-247780692.0
2015,CZE,SLV,166847.0,301625.0,468472.0,134778.0
2015,CZE,SVN,176722901.0,241769125.0,418492026.0,65046224.0
2015,CZE,SWE,430379822.0,1010957189.0,1441337011.0,580577367.0
2015,CZE,TTO,116.0,333880.0,333996.0,333764.0
2015,CZE,TUR,375543505.0,1060752066.0,1436295571.0,685208561.0
2015,CZE,URY,31348.0,2787184.0,2818532.0,2755836.0
2015,CZE,USA,1122117791.0,1155087464.0,2277205255.0,32969673.0
2015,CZE,VEN,1191.0,905881.0,907072.0,904690.0
2015,CZE,ZAF,120937304.0,207377254.0,328314558.0,86439950.0
2015,DEU,ABW,0.0,1580689.691,1580689.691,1580689.691
2015,DEU,ARE,89205187.372,10532866475.487,10622071662.859,10443661288.115
2015,DEU,ARG,480031248.397,963519679.429,1443550927.826,483488431.032
2015,DEU,AUS,845030908.0949999,4780256573.271,5625287481.366,3935225665.176
2015,DEU,BEL,13214103752.6,14882558653.433,28096662406.033,1668454900.8330002
2015,DEU,BES,0.0,53328.94,53328.94,53328.94
2015,DEU,BHS,6546543.449999999,225523241.652,232069785.102,218976698.20200002
2015,DEU,BOL,2659861.228,63860172.022,66520033.25,61200310.794
2015,DEU,BRA,1931543135.065,4028833825.7799997,5960376960.844999,2097290690.7149997
2015,DEU,BRN,13218.627,93598656.095,93611874.722,93585437.468
2015,DEU,CAN,774027505.681,5494385160.887,6268412666.568,4720357655.206
2015,DEU,CHE,14208408887.220999,19899568557.569,34107977444.79,5691159670.3480015
2015,DEU,CHL,35464410.746,1104599102.529,1140063513.275,1069134691.783
2015,DEU,CHN,26862359301.796997,31457497516.613,58319856818.409996,4595138214.816002
2015,DEU,CIV,195997256.76,54294883.749,250292140.509,-141702373.01099998
2015,DEU,COL,1056284548.7320001,921477734.5300001,1977762283.262,-134806814.20200002
2015,DEU,CRI,80371373.38,89293861.925,169665235.305,8922488.545000002
2015,DEU,CUB,836095.6089999999,117843521.873,118679617.482,117007426.264
2015,DEU,CUW,165908.907,7525595.515,7691504.421999999,7359686.608
2015,DEU,CZE,17319656173.115,11497557855.58,28817214028.695,-5822098317.535002
2015,DEU,DNK,3508496654.431,4835288658.689,8343785313.120001,1326792004.258
2015,DEU,DOM,38319423.36,68522612.557,106842035.917,30203189.196999997
2015,DEU,ECU,17537761.115000002,155888832.828,173426593.94300002,138351071.713
2015,DEU,EGY,1284236916.545,1231222293.971,2515459210.516,-53014622.57400012
2015,DEU,ESP,12019419566.717,15604625691.677,27624045258.393997,3585206124.960001
2015,DEU,FIN,2435209151.561,3313994616.677,5749203768.238,878785465.1160002
2015,DEU,FRA,29673428829.364998,40811632541.901,70485061371.26599,11138203712.536003
2015,DEU,GBR,14572002925.606,48766449409.945,63338452335.551,34194446484.338997
2015,DEU,GTM,31652948.351,90246741.59300001,121899689.944,58593793.24200001
2015,DEU,HKG,330789084.00200003,1506387617.445,1837176701.447,1175598533.4429998
2015,DEU,HND,286115796.115,19904526.005,306020322.12,-266211270.11
2015,DEU,HTI,0.0,6672248.192,6672248.192,6672248.192
2015,DEU,IDN,405155179.921,670478139.599,1075633319.52,265322959.67799997
2015,DEU,IND,1145480979.89,2375764215.585,3521245195.4750004,1230283235.695
2015,DEU,IRL,4319079647.198999,2902856596.846,7221936244.045,-1416223050.3529992
2015,DEU,IRQ,495792595.572,336825788.19,832618383.7620001,-158966807.38200003
2015,DEU,ISR,482687445.856,1394023277.586,1876710723.442,911335831.73
2015,DEU,ITA,11421677123.093,21272313631.478,32693990754.571,9850636508.385
2015,DEU,JAM,1046514.3609999999,26425281.457,27471795.818,25378767.095999997
2015,DEU,JPN,5690648679.373,8759069411.82,14449718091.193,3068420732.4469995
2015,DEU,KOR,2710993143.934,9288486620.333,11999479764.267,6577493476.399
2015,DEU,LCA,0.0,902413.141,902413.141,902413.141
2015,DEU,LUX,663396688.095,1642458893.49,2305855581.585,979062205.395
2015,DEU,MAR,118126119.457,1000209486.429,1118335605.886,882083366.972
2015,DEU,MEX,2839529794.335,4238028512.666,7077558307.000999,1398498718.3309999
2015,DEU,MYS,1097995456.632,1152455662.997,2250451119.6289997,54460206.36500001
2015,DEU,NIC,30040582.042000003,29068547.444,59109129.486,-972034.5980000049
2015,DEU,NLD,36755053786.542,26007512398.847,62762566185.389,-10747541387.695
2015,DEU,NOR,4650975424.31,3565847589.982,8216823014.292,-1085127834.3280005
2015,DEU,PAN,1947885.605,216093913.008,218041798.61299998,214146027.403
2015,DEU,PER,176601527.093,263707132.882,440308659.975,87105605.789
2015,DEU,POL,12034328157.741001,15493152376.309,27527480534.050003,3458824218.567999
2015,DEU,PRT,1666787361.869,3259802688.854,4926590050.723,1593015326.9850001
2015,DEU,RUS,17119402805.848,7557345491.941,24676748297.789,-9562057313.907
2015,DEU,SAU,697107645.844,3775255008.168,4472362654.012,3078147362.3240004
2015,DEU,SGP,1011461880.4959999,1608397757.6039999,2619859638.1,596935877.1079999
2015,DEU,SLV,13585082.26,103353351.60000001,116938433.86000001,89768269.34
2015,DEU,SVN,1816928327.437,1305062656.656,3121990984.093,-511865670.78100014
2015,DEU,SWE,4104158055.615,9452772160.477001,13556930216.092001,5348614104.862001
2015,DEU,TTO,13838227.224,43666133.064,57504360.288,29827905.840000004
2015,DEU,TUR,3370292983.947,10388620354.086,13758913338.033,7018327370.139
2015,DEU,URY,5715597.971,261232678.28399998,266948276.25499997,255517080.313
2015,DEU,USA,28584384423.98,63438849497.44299,92023233921.42299,34854465073.463
2015,DEU,VEN,77297720.44199999,205908498.092,283206218.534,128610777.65000002
2015,DEU,ZAF,2806287417.3250003,4678394659.747,7484682077.0720005,1872107242.4219995
2015,DNK,ABW,5731.0,568767.0,574498.0,563036.0
2015,DNK,ARE,25971793.0,152118691.0,178090484.0,126146898.0
2015,DNK,ARG,357946589.0,65096548.0,423043137.0,-292850041.0
2015,DNK,AUS,33942979.0,354996167.0,388939146.0,321053188.0
2015,DNK,BEL,996062605.0,235062959.0,1231125564.0,-760999646.0
2015,DNK,BES,0.0,11469236.0,11469236.0,11469236.0
2015,DNK,BHS,76.0,14284477.0,14284553.0,14284401.0
2015,DNK,BOL,0.0,4538870.0,4538870.0,4538870.0
2015,DNK,BRA,99851590.0,221685671.0,321537261.0,121834081.0
2015,DNK,BRN,0.0,136642.0,136642.0,136642.0
2015,DNK,CAN,51522471.0,182959916.0,234482387.0,131437445.0
2015,DNK,CHE,286873770.0,138968144.0,425841914.0,-147905626.0
2015,DNK,CHL,1046034.0,45008267.0,46054301.0,43962233.0
2015,DNK,CHN,674347269.0,829280670.0,1503627939.0,154933401.0
2015,DNK,CIV,43204.0,2009242.0,2052446.0,1966038.0
2015,DNK,COL,12777385.0,36984018.0,49761403.0,24206633.0
2015,DNK,CRI,277968.0,8812928.0,9090896.0,8534960.0
2015,DNK,CUB,12338.0,2986652.0,2998990.0,2974314.0
2015,DNK,CUW,22587.0,723008.0,745595.0,700421.0
2015,DNK,CZE,762353802.0,132468657.0,894822459.0,-629885145.0
2015,DNK,DEU,4847340451.0,5111964904.0,9959305355.0,264624453.0
2015,DNK,DOM,256392.0,10720504.0,10976896.0,10464112.0
2015,DNK,ECU,754.0,7436246.0,7437000.0,7435492.0
2015,DNK,EGY,864058.0,55693814.0,56557872.0,54829756.0
2015,DNK,ESP,449654078.0,451515913.0,901169991.0,1861835.0
2015,DNK,FIN,274245703.0,846972855.0,1121218558.0,572727152.0
2015,DNK,FRA,901146513.0,551543545.0,1452690058.0,-349602968.0
2015,DNK,GBR,1284752529.0,1982429978.0,3267182507.0,697677449.0
2015,DNK,GTM,201313.0,4774825.0,4976138.0,4573512.0
2015,DNK,HKG,13066885.0,90878459.0,103945344.0,77811574.0
2015,DNK,HND,950906.0,1430157.0,2381063.0,479251.0
2015,DNK,HTI,0.0,242929.0,242929.0,242929.0
2015,DNK,IDN,11312779.0,24345742.0,35658521.0,13032963.0
2015,DNK,IND,47842115.0,46595905.0,94438020.0,-1246210.0
2015,DNK,IRL,501486066.0,215248265.0,716734331.0,-286237801.0
2015,DNK,IRQ,3280.0,41217308.0,41220588.0,41214028.0
2015,DNK,ISR,12694904.0,41968291.0,54663195.0,29273387.0
2015,DNK,ITA,606663269.0,563837454.0,1170500723.0,-42825815.0
2015,DNK,JAM,3566.0,673925.0,677491.0,670359.0
2015,DNK,JPN,128267487.0,735420702.0,863688189.0,607153215.0
2015,DNK,KOR,155384942.0,247681614.0,403066556.0,92296672.0
2015,DNK,LCA,0.0,6132.0,6132.0,6132.0
2015,DNK,LUX,31225307.0,9223149.0,40448456.0,-22002158.0
2015,DNK,MAR,213369.0,7558168.0,7771537.0,7344799.0
2015,DNK,MEX,58189243.0,161165628.0,219354871.0,102976385.0
2015,DNK,MYS,30418074.0,63263072.0,93681146.0,32844998.0
2015,DNK,NIC,523596.0,412122.0,935718.0,-111474.0
2015,DNK,NLD,2383826204.0,1161859471.0,3545685675.0,-1221966733.0
2015,DNK,NOR,1831715795.0,1254080088.0,3085795883.0,-577635707.0
2015,DNK,PAN,320619.0,15530154.0,15850773.0,15209535.0
2015,DNK,PER,1753470.0,17178533.0,18932003.0,15425063.0
2015,DNK,POL,392236112.0,706879668.0,1099115780.0,314643556.0
2015,DNK,PRT,11976863.0,45850715.0,57827578.0,33873852.0
2015,DNK,RUS,936445699.0,175258734.0,1111704433.0,-761186965.0
2015,DNK,SAU,127857136.0,229005839.0,356862975.0,101148703.0
2015,DNK,SGP,71307030.0,108053081.0,179360111.0,36746051.0
2015,DNK,SLV,37170.0,4667152.0,4704322.0,4629982.0
2015,DNK,SVN,32092796.0,22555527.0,54648323.0,-9537269.0
2015,DNK,SWE,3968178140.0,3640697022.0,7608875162.0,-327481118.0
2015,DNK,TTO,57469.0,935160.0,992629.0,877691.0
2015,DNK,TUR,210510707.0,159697352.0,370208059.0,-50813355.0
2015,DNK,URY,1423008.0,35832874.0,37255882.0,34409866.0
2015,DNK,USA,682519457.0,2322556249.0,3005075706.0,1640036792.0
2015,DNK,VEN,6886.0,18997878.0,19004764.0,18990992.0
2015,DNK,ZAF,2210819.0,141286195.0,143497014.0,139075376.0
2015,DOM,ABW,46758243.451,444181.937,47202425.388,-46314061.514
2015,DOM,ARE,8938802.454,125925.975,9064728.429,-8812876.479
2015,DOM,ARG,94878745.896,78468.88900000001,94957214.785,-94800277.007
2015,DOM,AUS,1350291.436,569161.922,1919453.358,-781129.514
2015,DOM,BEL,31709312.91,10086848.543,41796161.453,-21622464.367
2015,DOM,BHS,268898443.365,130686.746,269029130.111,-268767756.619
2015,DOM,BOL,0.0,861146.98,861146.98,861146.98
2015,DOM,BRA,194151513.662,1215439.433,195366953.095,-192936074.229
2015,DOM,CAN,108153627.64299999,642451430.954,750605058.597,534297803.311
2015,DOM,CHE,24256436.328,40902642.405,65159078.733,16646206.077
2015,DOM,CHL,6422879.165999999,2956344.466,9379223.632,-3466534.6999999993
2015,DOM,CHN,598120514.443,21804989.835,619925504.278,-576315524.6079999
2015,DOM,CIV,6738.85,0.0,6738.85,-6738.85
2015,DOM,COL,124507300.096,4705409.735,129212709.831,-119801890.361
2015,DOM,CRI,72809572.92999999,16724124.362,89533697.292,-56085448.56799999
2015,DOM,CUB,245852.31499999997,3360800.618,3606652.9329999997,3114948.303
2015,DOM,CUW,35658830.578999996,755762.944,36414593.522999994,-34903067.635
2015,DOM,CZE,548780.3369999999,0.0,548780.3369999999,-548780.3369999999
2015,DOM,DEU,145396408.859,22957696.238,168354105.097,-122438712.62099999
2015,DOM,DNK,15743757.46,281913.009,16025670.469,-15461844.451000001
2015,DOM,ECU,7898588.721000001,6562672.537,14461261.258000001,-1335916.1840000013
2015,DOM,EGY,482161.299,0.0,482161.299,-482161.299
2015,DOM,ESP,149614975.906,3244675.245,152859651.151,-146370300.66099998
2015,DOM,FIN,729807.044,6000.0,735807.044,-723807.044
2015,DOM,FRA,59574477.766,1524468.328,61098946.094000004,-58050009.438
2015,DOM,GBR,43875247.864,528327.784,44403575.648,-43346920.08
2015,DOM,GTM,16848843.117,19683511.989,36532355.106,2834668.8720000014
2015,DOM,HND,38393557.744,1751590.5050000001,40145148.249000005,-36641967.239
2015,DOM,HTI,2332727.9960000003,64235750.448,66568478.444,61903022.452
2015,DOM,IDN,4495155.302,45679.14,4540834.442,-4449476.1620000005
2015,DOM,IND,63434074.819,550011837.221,613445912.04,486577762.40199995
2015,DOM,IRL,7898473.575999999,15000.0,7913473.575999999,-7883473.575999999
2015,DOM,IRQ,38536.062,0.0,38536.062,-38536.062
2015,DOM,ISR,4544536.756,417708.366,4962245.122,-4126828.39
2015,DOM,ITA,101954668.88499999,2860867.912,104815536.79699999,-99093800.97299999
2015,DOM,JAM,939602.242,9043280.096,9982882.338000001,8103677.854000001
2015,DOM,JPN,251988990.546,2290178.654,254279169.20000002,-249698811.892
2015,DOM,KOR,193487414.637,6888194.807,200375609.444,-186599219.82999998
2015,DOM,LCA,25692.291,1015925.3489999999,1041617.6399999999,990233.058
2015,DOM,LUX,809756.0599999999,0.0,809756.0599999999,-809756.0599999999
2015,DOM,MAR,357113.06799999997,0.0,357113.06799999997,-357113.06799999997
2015,DOM,MEX,342737957.598,7237532.492,349975490.09,-335500425.106
2015,DOM,MYS,10903327.943,327891.513,11231219.456,-10575436.43
2015,DOM,NIC,1223414.541,891030.917,2114445.458,-332383.62399999995
2015,DOM,NLD,15339216.834,18415238.916,33754455.75,3076022.0820000004
2015,DOM,NOR,809530.352,8.55,809538.902,-809521.8019999999
2015,DOM,PAN,28117275.796,9883469.040000001,38000744.836,-18233806.755999997
2015,DOM,PER,13834668.335,3653778.7479999997,17488447.083,-10180889.587000001
2015,DOM,POL,8730234.741,249.0,8730483.741,-8729985.741
2015,DOM,PRT,2256242.249,0.0,2256242.249,-2256242.249
2015,DOM,RUS,188914829.933,223468.714,189138298.64699998,-188691361.219
2015,DOM,SAU,2696369.665,671.78,2697041.445,-2695697.8850000002
2015,DOM,SGP,3726615.439,6558488.816,10285104.254999999,2831873.377
2015,DOM,SLV,16725625.165,2520224.9560000002,19245850.121,-14205400.208999999
2015,DOM,SVN,287547.492,0.0,287547.492,-287547.492
2015,DOM,SWE,12807036.991999999,65.3,12807102.292,-12806971.691999998
2015,DOM,TTO,309457501.759,7100139.999,316557641.758,-302357361.76
2015,DOM,TUR,4572842.696,246.4,4573089.096000001,-4572596.296
2015,DOM,URY,53425836.929,829472.106,54255309.035,-52596364.823
2015,DOM,USA,2947935438.027,1042325370.0349998,3990260808.062,-1905610067.992
2015,DOM,VEN,286345113.028,25255459.366,311600572.394,-261089653.662
2015,DOM,ZAF,2355381.557,0.0,2355381.557,-2355381.557
2015,ECU,ABW,0.0,40.0,40.0,40.0
2015,ECU,ARE,5834326.0,2905211.0,8739537.0,-2929115.0
2015,ECU,ARG,181851821.0,3449017.0,185300838.0,-178402804.0
2015,ECU,AUS,4012900.0,4009217.0,8022117.0,-3683.0
2015,ECU,BEL,77866862.0,390670.0,78257532.0,-77476192.0
2015,ECU,BHS,14601541.0,365536.0,14967077.0,-14236005.0
2015,ECU,BOL,200714816.0,7082161.0,207796977.0,-193632655.0
2015,ECU,BRA,278838576.0,7121288.0,285959864.0,-271717288.0
2015,ECU,CAN,218431707.0,45494432.0,263926139.0,-172937275.0
2015,ECU,CHE,67901805.0,35876662.0,103778467.0,-32025143.0
2015,ECU,CHL,178900159.0,912733228.0,1091633387.0,733833069.0
2015,ECU,CHN,1319862684.0,164841381.0,1484704065.0,-1155021303.0
2015,ECU,COL,486050627.0,151443698.0,637494325.0,-334606929.0
2015,ECU,CRI,29452735.0,2708236.0,32160971.0,-26744499.0
2015,ECU,CUB,2491710.0,5054802.0,7546512.0,2563092.0
2015,ECU,CUW,166584.0,257611.0,424195.0,91027.0
2015,ECU,CZE,8714755.0,4536428.0,13251183.0,-4178327.0
2015,ECU,DEU,223467479.0,37883738.0,261351217.0,-185583741.0
2015,ECU,DNK,17067884.0,233.0,17068117.0,-17067651.0
2015,ECU,DOM,7283707.0,7734272.0,15017979.0,450565.0
2015,ECU,EGY,908104.0,31477.0,939581.0,-876627.0
2015,ECU,ESP,77852816.0,23172953.0,101025769.0,-54679863.0
2015,ECU,FIN,22264051.0,209034.0,22473085.0,-22055017.0
2015,ECU,FRA,105126953.0,9843315.0,114970268.0,-95283638.0
2015,ECU,GBR,57556747.0,8336844.0,65893591.0,-49219903.0
2015,ECU,GTM,12329532.0,3553597.0,15883129.0,-8775935.0
2015,ECU,HKG,24636028.0,5370729.0,30006757.0,-19265299.0
2015,ECU,HND,200.0,518856.0,519056.0,518656.0
2015,ECU,HTI,0.0,8181.0,8181.0,8181.0
2015,ECU,IDN,26652213.0,666162.0,27318375.0,-25986051.0
2015,ECU,IND,302456363.0,92651003.0,395107366.0,-209805360.0
2015,ECU,IRL,19055043.0,6515.0,19061558.0,-19048528.0
2015,ECU,IRQ,0.0,205740.0,205740.0,205740.0
2015,ECU,ISR,16325992.0,68609.0,16394601.0,-16257383.0
2015,ECU,ITA,76810302.0,28888462.0,105698764.0,-47921840.0
2015,ECU,JAM,0.0,309683.0,309683.0,309683.0
2015,ECU,JPN,465455722.0,155404410.0,620860132.0,-310051312.0
2015,ECU,KOR,515295983.0,111581849.0,626877832.0,-403714134.0
2015,ECU,LCA,0.0,5076.0,5076.0,5076.0
2015,ECU,LUX,2071982.0,0.0,2071982.0,-2071982.0
2015,ECU,MAR,753.0,25999.0,26752.0,25246.0
2015,ECU,MEX,338673705.0,7099762.0,345773467.0,-331573943.0
2015,ECU,MYS,37725591.0,57258.0,37782849.0,-37668333.0
2015,ECU,NIC,771.0,55147040.0,55147811.0,55146269.0
2015,ECU,NLD,46118477.0,71544637.0,117663114.0,25426160.0
2015,ECU,NOR,12047834.0,117136.0,12164970.0,-11930698.0
2015,ECU,PAN,119031691.0,411447242.0,530478933.0,292415551.0
2015,ECU,PER,98928173.0,703000252.0,801928425.0,604072079.0
2015,ECU,POL,5294845.0,1463203.0,6758048.0,-3831642.0
2015,ECU,PRT,7009971.0,3803467.0,10813438.0,-3206504.0
2015,ECU,RUS,129044928.0,122814182.0,251859110.0,-6230746.0
2015,ECU,SAU,179449890.0,2034793.0,181484683.0,-177415097.0
2015,ECU,SGP,16950063.0,1372562.0,18322625.0,-15577501.0
2015,ECU,SLV,1675298.0,1153532.0,2828830.0,-521766.0
2015,ECU,SVN,3585893.0,152949.0,3738842.0,-3432944.0
2015,ECU,SWE,16488166.0,499741.0,16987907.0,-15988425.0
2015,ECU,TTO,9669.0,1182294.0,1191963.0,1172625.0
2015,ECU,TUR,9828456.0,111671.0,9940127.0,-9716785.0
2015,ECU,URY,46230882.0,2578460.0,48809342.0,-43652422.0
2015,ECU,USA,2808185871.0,5129942423.0,7938128294.0,2321756552.0
2015,ECU,VEN,5847324.0,56028622.0,61875946.0,50181298.0
2015,ECU,ZAF,1820052.0,2200.0,1822252.0,-1817852.0
2015,EGY,ARE,905929982.908,571038936.988,1476968919.896,-334891045.91999996
2015,EGY,ARG,1194721376.204,236405.557,1194957781.761,-1194484970.647
2015,EGY,AUS,77630148.038,275288.195,77905436.233,-77354859.84300001
2015,EGY,BEL,327104424.91499996,139465940.20099998,466570365.11599994,-187638484.714
2015,EGY,BOL,504.915,10080.809,10585.724,9575.893999999998
2015,EGY,BRA,493744892.06500006,9114870.370000001,502859762.43500006,-484630021.69500005
2015,EGY,BRN,2861.866,3486.88,6348.746,625.0140000000001
2015,EGY,CAN,59468655.139,437159371.821,496628026.96,377690716.682
2015,EGY,CHE,428703030.28400004,198973612.804,627676643.088,-229729417.48000005
2015,EGY,CHL,2166739.739,413685.33300000004,2580425.072,-1753054.406
2015,EGY,CHN,2224393507.3250003,282805678.871,2507199186.196,-1941587828.4540002
2015,EGY,CIV,83083.203,4004197.552,4087280.7550000004,3921114.349
2015,EGY,COL,12206261.974,565186.632,12771448.605999999,-11641075.342
2015,EGY,CRI,74916.848,613570.005,688486.853,538653.157
2015,EGY,CUB,0.0,239956.802,239956.802,239956.802
2015,EGY,CZE,385339915.788,46251303.71699999,431591219.505,-339088612.071
2015,EGY,DEU,2494263180.606,92978241.574,2587241422.18,-2401284939.032
2015,EGY,DNK,81475194.355,1076853.009,82552047.36400001,-80398341.346
2015,EGY,DOM,1204666.726,460380.99100000004,1665047.7170000002,-744285.735
2015,EGY,ECU,13214.999,576684.511,589899.51,563469.5120000001
2015,EGY,ESP,968397963.238,123457688.66,1091855651.898,-844940274.5780001
2015,EGY,FIN,19905403.357,1596708.976,21502112.333,-18308694.381
2015,EGY,FRA,1399343517.842,234737332.664,1634080850.506,-1164606185.178
2015,EGY,GBR,390812444.169,463535504.393,854347948.562,72723060.22399998
2015,EGY,GTM,293997.392,696807.2949999999,990804.6869999999,402809.90299999993
2015,EGY,HKG,20283684.394,425159.773,20708844.167,-19858524.621000003
2015,EGY,HND,55130.588,48256.809,103387.397,-6873.779000000002
2015,EGY,HTI,1315.545,0.0,1315.545,-1315.545
2015,EGY,IDN,108849283.391,262093.532,109111376.92300001,-108587189.859
2015,EGY,IND,625704295.475,621386470.994,1247090766.4689999,-4317824.481000066
2015,EGY,IRL,123648978.133,12733435.454,136382413.587,-110915542.679
2015,EGY,IRQ,690110016.837,105812183.215,795922200.052,-584297833.622
2015,EGY,ISR,651218.6,699834.339,1351052.939,48615.73900000006
2015,EGY,ITA,949847322.716,725733113.823,1675580436.539,-224114208.893
2015,EGY,JAM,0.0,218506.039,218506.039,218506.039
2015,EGY,JPN,1149162593.311,85901057.43800001,1235063650.749,-1063261535.8730001
2015,EGY,KOR,1102724184.0519998,116211.435,1102840395.4869998,-1102607972.6169999
2015,EGY,LUX,1337338.277,0.0,1337338.277,-1337338.277
2015,EGY,MAR,291223155.576,77885643.132,369108798.70799994,-213337512.44399998
2015,EGY,MEX,8961419.32,271640.80700000003,9233060.127,-8689778.513
2015,EGY,MYS,37131064.793,15713400.6,52844465.393,-21417664.192999996
2015,EGY,NIC,83502.884,0.0,83502.884,-83502.884
2015,EGY,NLD,353866530.03,154730049.526,508596579.556,-199136480.50399998
2015,EGY,NOR,36227198.627000004,0.0,36227198.627000004,-36227198.627000004
2015,EGY,PER,9648262.983,567337.495,10215600.477999998,-9080925.488
2015,EGY,POL,166661067.705,14556280.344999999,181217348.05,-152104787.36
2015,EGY,PRT,10379268.853,5654510.574,16033779.427000001,-4724758.279
2015,EGY,RUS,1939914603.0349998,25552193.394,1965466796.429,-1914362409.6409998
2015,EGY,SAU,1910394119.2450001,513171910.283,2423566029.528,-1397222208.9620001
2015,EGY,SGP,78638729.92,30383777.756,109022507.676,-48254952.164000005
2015,EGY,SLV,484.982,123101.436,123586.418,122616.454
2015,EGY,SVN,3913248.321,36405260.118999995,40318508.44,32492011.797999997
2015,EGY,SWE,134175741.17,430333.554,134606074.724,-133745407.616
2015,EGY,TTO,23012142.524,114806.752,23126949.276,-22897335.772
2015,EGY,TUR,1208797583.524,213015916.874,1421813500.398,-995781666.6499999
2015,EGY,URY,0.0,96941.937,96941.937,96941.937
2015,EGY,USA,1374748176.446,14537419.252,1389285595.6980002,-1360210757.194
2015,EGY,VEN,40314.392,34742.478,75056.87,-5571.913999999997
2015,EGY,ZAF,56159843.339,60314388.873,116474232.21200001,4154545.534000002
2015,ESP,ABW,0.0,612242.206,612242.206,612242.206
2015,ESP,ARE,294976651.035,529445624.929,824422275.964,234468973.894
2015,ESP,ARG,626860415.104,484690644.58,1111551059.684,-142169770.524
2015,ESP,AUS,165065921.344,869953017.434,1035018938.778,704887096.09
2015,ESP,BEL,3255892130.512,2980778849.482,6236670979.9939995,-275113281.0300002
2015,ESP,BES,0.0,3436.691,3436.691,3436.691
2015,ESP,BHS,3155.455,123166785.58799998,123169941.04299998,123163630.13299999
2015,ESP,BOL,73321.617,33997489.228,34070810.845,33924167.611
2015,ESP,BRA,1146700127.774,947435983.019,2094136110.793,-199264144.75499988
2015,ESP,BRN,0.0,1061669.705,1061669.705,1061669.705
2015,ESP,CAN,366727712.571,612061785.82,978789498.391,245334073.24900007
2015,ESP,CHE,1413416089.0049999,2688788272.794,4102204361.799,1275372183.7890003
2015,ESP,CHL,31770663.991,431088203.962,462858867.953,399317539.971
2015,ESP,CHN,5379824938.293,1252029271.303,6631854209.596001,-4127795666.9900002
2015,ESP,CIV,26004315.603,32449673.944,58453989.547,6445358.340999998
2015,ESP,COL,1507575454.459,175779345.731,1683354800.19,-1331796108.7280002
2015,ESP,CRI,16843548.792999998,39127936.687,55971485.48,22284387.894
2015,ESP,CUB,8937907.204999998,193142038.497,202079945.70200002,184204131.292
2015,ESP,CUW,65446.471,2730471.586,2795918.057,2665025.115
2015,ESP,CZE,2356648254.5820003,974192853.485,3330841108.0670004,-1382455401.0970001
2015,ESP,DEU,16273437194.793,12307187183.524,28580624378.317,-3966250011.268999
2015,ESP,DNK,556575677.023,604185768.125,1160761445.148,47610091.102
2015,ESP,DOM,10416898.993999999,140156063.631,150572962.625,129739164.63700001
2015,ESP,ECU,36113701.935,52891577.182,89005279.117,16777875.246999994
2015,ESP,EGY,200198826.93400002,481058703.311,681257530.245,280859876.377
2015,ESP,FIN,137335927.964,319313088.607,456649016.571,181977160.643
2015,ESP,FRA,14015569824.375,16732990634.073,30748560458.447998,2717420809.698
2015,ESP,GBR,6810610819.909,8473605581.728001,15284216401.637001,1662994761.8190002
2015,ESP,GTM,4299955.131,45990829.408,50290784.539,41690874.277
